region,subregion,state_level,state_admission_date,state_abbreviation,state,state_capital,state_largest,no,name,gender,party,start_date,end_date
South,West South Central,state,1845-12-29,TX,Texas,Austin,Houston,13,Elisha M. Pease,male,Republican,,
South,West South Central,state,1845-12-29,TX,Texas,Austin,Houston,14,Edmund J. Davis,male,Republican,,
South,West South Central,state,1845-12-29,TX,Texas,Austin,Houston,15,Richard Coke,male,Democratic,,
South,West South Central,state,1845-12-29,TX,Texas,Austin,Houston,16,Richard B. Hubbard,male,Democratic,,
South,West South Central,state,1845-12-29,TX,Texas,Austin,Houston,17,Oran Milo Roberts,male,Democratic,,
South,West South Central,state,1845-12-29,TX,Texas,Austin,Houston,18,John Ireland,male,Democratic,,
South,West South Central,state,1845-12-29,TX,Texas,Austin,Houston,19,"Lawrence Sullivan""Sul"" Ross",male,Democratic,,
South,West South Central,state,1845-12-29,TX,Texas,Austin,Houston,20,Jim Hogg,male,Democratic,,
South,West South Central,state,1845-12-29,TX,Texas,Austin,Houston,21,Charles A. Culberson,male,Democratic,,
South,West South Central,state,1845-12-29,TX,Texas,Austin,Houston,22,Joseph D. Sayers,male,Democratic,,
South,West South Central,state,1845-12-29,TX,Texas,Austin,Houston,23,S. W. T. Lanham,male,Democratic,,
South,West South Central,state,1845-12-29,TX,Texas,Austin,Houston,24,Thomas Mitchell Campbell,male,Democratic,,
South,West South Central,state,1845-12-29,TX,Texas,Austin,Houston,25,Oscar Branch Colquitt,male,Democratic,,
South,West South Central,state,1845-12-29,TX,Texas,Austin,Houston,26,"James E.""Pa"" Ferguson",male,Democratic,,
South,West South Central,state,1845-12-29,TX,Texas,Austin,Houston,27,William P. Hobby,male,Democratic,,
South,West South Central,state,1845-12-29,TX,Texas,Austin,Houston,28,Pat Morris Neff,male,Democratic,,
South,West South Central,state,1845-12-29,TX,Texas,Austin,Houston,29,"Miriam A.""Ma"" Ferguson",female,Democratic,,
South,West South Central,state,1845-12-29,TX,Texas,Austin,Houston,30,Dan Moody,male,Democratic,,
South,West South Central,state,1845-12-29,TX,Texas,Austin,Houston,31,Ross S. Sterling,male,Democratic,,
South,West South Central,state,1845-12-29,TX,Texas,Austin,Houston,32,"Miriam A.""Ma"" Ferguson",female,Democratic,,
South,West South Central,state,1845-12-29,TX,Texas,Austin,Houston,33,James V. Allred,male,Democratic,,
South,West South Central,state,1845-12-29,TX,Texas,Austin,Houston,34,"Wilbert Lee""Pappy"" O'Daniel",male,Democratic,,
South,West South Central,state,1845-12-29,TX,Texas,Austin,Houston,35,Coke R. Stevenson,male,Democratic,,
South,West South Central,state,1845-12-29,TX,Texas,Austin,Houston,36,Beauford H. Jester,male,Democratic,,
South,West South Central,state,1845-12-29,TX,Texas,Austin,Houston,37,Allan Shivers,male,Democratic,,
South,West South Central,state,1845-12-29,TX,Texas,Austin,Houston,38,Price Daniel,male,Democratic,,
South,West South Central,state,1845-12-29,TX,Texas,Austin,Houston,39,John Connally,male,Democratic,,
South,West South Central,state,1845-12-29,TX,Texas,Austin,Houston,40,Preston Smith,male,Democratic,,
South,West South Central,state,1845-12-29,TX,Texas,Austin,Houston,41,Dolph Briscoe,male,Democratic,,
South,West South Central,state,1845-12-29,TX,Texas,Austin,Houston,42,Bill Clements,male,Republican,,
South,West South Central,state,1845-12-29,TX,Texas,Austin,Houston,43,Mark White,male,Democratic,,
South,West South Central,state,1845-12-29,TX,Texas,Austin,Houston,44,Bill Clements,male,Republican,,
South,West South Central,state,1845-12-29,TX,Texas,Austin,Houston,45,Ann Richards,female,Democratic,,
South,West South Central,state,1845-12-29,TX,Texas,Austin,Houston,46,George W. Bush,male,Republican,,
South,West South Central,state,1845-12-29,TX,Texas,Austin,Houston,47,Rick Perry,male,Republican,,
South,West South Central,state,1845-12-29,TX,Texas,Austin,Houston,48,Greg Abbott,male,Republican,,
West,Mountain,state,1896-01-04,UT,Utah,Salt Lake City,Salt Lake City,,,,,,
Northeast,New England,state,1791-03-04,VT,Vermont,Montpelier,Burlington,,,,,,
South,South Atlantic,state,1788-06-25,VA,Virginia,Richmond,Virginia Beach,,,,,,
West,Pacific,state,1889-11-11,WA,Washington,Olympia,Seattle,,,,,,
South,South Atlantic,state,1863-06-20,WV,West Virginia,Charleston,Charleston,,,,,,
Midwest,East North Central,state,1848-05-29,WI,Wisconsin,Madison,Milwaukee,,,,,,
West,Mountain,state,1890-07-10,WY,Wyoming,Cheyenne,Cheyenne,,,,,,
Pacific,South Pacific,territory,1900-04-17,AS,American Samoa,Pago Pago,Pago Pago,,,,,,
Pacific,North Pacific,territory,1899-04-11,GU,Guam,Hagåtña,Hagåtña,,,,,,
Pacific,North Pacific,territory,1986-11-04,MP,Northern Mariana Islands,Saipan,Saipan,,,,,,
Atlantic,North Atlantic,territory,1899-04-11,PR,Puerto Rico,San Juan,San Juan,,,,,,
Atlantic,North Atlantic,territory,1917-03-31,VI,U.S. Virgin Islands,Charlotte Amalie,Charlotte Amalie,,,,,,
South,South Atlantic,federal,1790-07-16,DC,"Washington, D.C.","Washington, D.C.","Washington, D.C.",,,,,,
