country,branch_no,branch,department_no,department,head,head_no,name,full_name,party,state,district,president,start_date,end_date,birth_age,birth_state,birth_country,education
United States,2,executive,6,Department of Justice,Attorney General,86.0,Merrick Garland,,,,,Joe Biden,,,,,United States,bachelor
United States,2,executive,7,Department of the Interior,Secretary of the Interior,1.0,Thomas Ewing,,Whig,Ohio,,Zachary Taylor,,,,,United States,none
United States,2,executive,7,Department of the Interior,Secretary of the Interior,2.0,Thomas M. T. McKennan,,Whig,Pennsylvania,,Millard Fillmore,,,,,United States,master
United States,2,executive,7,Department of the Interior,Secretary of the Interior,3.0,Alexander H. H. Stuart,,Whig,Virginia,,Millard Fillmore,,,,,United States,none
United States,2,executive,7,Department of the Interior,Secretary of the Interior,4.0,Robert McClelland,,Democratic,Michigan,,Franklin Pierce,,,,,United States,none
United States,2,executive,7,Department of the Interior,Secretary of the Interior,5.0,Jacob Thompson,,Democratic,Mississippi,,James Buchanan,,,,,United States,none
United States,2,executive,7,Department of the Interior,Secretary of the Interior,6.0,Caleb B. Smith,,Republican,Indiana,,Abraham Lincoln,,,,,United States,bachelor
United States,2,executive,7,Department of the Interior,Secretary of the Interior,7.0,John P. Usher,,Republican,Indiana,,Abraham Lincoln,,,,,United States,bachelor
United States,2,executive,7,Department of the Interior,Secretary of the Interior,8.0,James Harlan,,Republican,Iowa,,Andrew Johnson,,,,,United States,none
United States,2,executive,7,Department of the Interior,Secretary of the Interior,9.0,Orville H. Browning,,Republican,Illinois,,Andrew Johnson,,,,,United States,none
United States,2,executive,7,Department of the Interior,Secretary of the Interior,10.0,Jacob D. Cox,,Republican,Ohio,,Ulysses S. Grant,,,,,United States,bachelor
United States,2,executive,7,Department of the Interior,Secretary of the Interior,11.0,Columbus Delano,,Republican,Ohio,,Ulysses S. Grant,,,,,United States,bachelor
United States,2,executive,7,Department of the Interior,Secretary of the Interior,12.0,Zachariah Chandler,,Republican,Michigan,,Ulysses S. Grant,,,,,United States,none
United States,2,executive,7,Department of the Interior,Secretary of the Interior,13.0,Carl Schurz,,Republican,,,Rutherford B. Hayes,,,,,Germany,none
United States,2,executive,7,Department of the Interior,Secretary of the Interior,14.0,Samuel J. Kirkwood,,Republican,,,James A. Garfield,,,,,United States,bachelor
United States,2,executive,7,Department of the Interior,Secretary of the Interior,15.0,Henry M. Teller,,Republican,,,Chester A. Arthur,,,,,United States,law
United States,2,executive,7,Department of the Interior,Secretary of the Interior,16.0,Lucius Q. C. Lamar II,,Democratic,,,Grover Cleveland,,,,,United States,bachelor
United States,2,executive,7,Department of the Interior,Secretary of the Interior,17.0,William F. Vilas,,Democratic,,,Grover Cleveland,,,,,United States,bachelor
United States,2,executive,7,Department of the Interior,Secretary of the Interior,18.0,John W. Noble,,Republican,,,Benjamin Harrison,,,,,United States,none
United States,2,executive,7,Department of the Interior,Secretary of the Interior,19.0,Hoke Smith,,Democratic,,,Grover Cleveland,,,,,United States,bachelor
United States,2,executive,7,Department of the Interior,Secretary of the Interior,20.0,David R. Francis,,Democratic,,,Grover Cleveland,,,,,United States,none
United States,2,executive,7,Department of the Interior,Secretary of the Interior,21.0,Cornelius N. Bliss,,,,,William McKinley,,,,,United States,none
United States,2,executive,7,Department of the Interior,Secretary of the Interior,22.0,Ethan A. Hitchcock,,,,,William McKinley,,,,,United States,bachelor
United States,2,executive,7,Department of the Interior,Secretary of the Interior,23.0,James R. Garfield,,,,,Theodore Roosevelt,,,,,United States,law
United States,2,executive,7,Department of the Interior,Secretary of the Interior,24.0,Richard A. Ballinger,,,,,William Howard Taft,,,,,United States,doctorate
United States,2,executive,7,Department of the Interior,Secretary of the Interior,25.0,Walter L. Fisher,,,,,William Howard Taft,,,,,United States,bachelor
United States,2,executive,7,Department of the Interior,Secretary of the Interior,26.0,Franklin K. Lane,,,,,Woodrow Wilson,,,,,Canada,bachelor
United States,2,executive,7,Department of the Interior,Secretary of the Interior,27.0,John B. Payne,,,,,Woodrow Wilson,,,,,United States,bachelor
United States,2,executive,7,Department of the Interior,Secretary of the Interior,28.0,Albert B. Fall,,,,,Warren G. Harding,,,,,United States,bachelor
United States,2,executive,7,Department of the Interior,Secretary of the Interior,29.0,Hubert Work,,,,,Warren G. Harding,,,,,United States,none
United States,2,executive,7,Department of the Interior,Secretary of the Interior,30.0,Roy O. West,,,,,Calvin Coolidge,,,,,United States,bachelor
United States,2,executive,7,Department of the Interior,Secretary of the Interior,31.0,Ray Lyman Wilbur,,,,,Herbert Hoover,,,,,United States,bachelor
United States,2,executive,7,Department of the Interior,Secretary of the Interior,32.0,Harold L. Ickes,,,,,Franklin D. Roosevelt,,,,,United States,bachelor
United States,2,executive,7,Department of the Interior,Secretary of the Interior,33.0,Julius A. Krug,,,,,Harry S. Truman,,,,,United States,law
United States,2,executive,7,Department of the Interior,Secretary of the Interior,34.0,Oscar L. Chapman,,,,,Harry S. Truman,,,,,United States,law
United States,2,executive,7,Department of the Interior,Secretary of the Interior,35.0,Douglas McKay,,,,,Dwight D. Eisenhower,,,,,United States,bachelor
United States,2,executive,7,Department of the Interior,Secretary of the Interior,36.0,Fred A. Seaton,,,,,Dwight D. Eisenhower,,,,,United States,bachelor
United States,2,executive,7,Department of the Interior,Secretary of the Interior,37.0,Stewart L. Udall,,,,,John F. Kennedy,,,,,United States,bachelor
United States,2,executive,7,Department of the Interior,Secretary of the Interior,38.0,Walter J. Hickel,,,,,Richard Nixon,,,,,United States,law
United States,2,executive,7,Department of the Interior,Secretary of the Interior,39.0,Rogers C. B. Morton,,,,,Richard Nixon,,,,,United States,master
United States,2,executive,7,Department of the Interior,Secretary of the Interior,40.0,Stanley K. Hathaway,,,,,Gerald Ford,,,,,United States,law
United States,2,executive,7,Department of the Interior,Secretary of the Interior,41.0,Thomas S. Kleppe,,,,,Gerald Ford,,,,,United States,bachelor
United States,2,executive,7,Department of the Interior,Secretary of the Interior,42.0,Cecil D. Andrus,,,,,Jimmy Carter,,,,,United States,law
United States,2,executive,7,Department of the Interior,Secretary of the Interior,43.0,James G. Watt,,,,,Ronald Reagan,,,,,United States,education
United States,2,executive,7,Department of the Interior,Secretary of the Interior,44.0,William P. Clark,,,,,Ronald Reagan,,,,,United States,none
United States,2,executive,7,Department of the Interior,Secretary of the Interior,45.0,Donald P. Hodel,,,,,Ronald Reagan,,,,,United States,master
United States,2,executive,7,Department of the Interior,Secretary of the Interior,46.0,Manuel Lujan Jr.,,,,,George H. W. Bush,,,,,United States,bachelor
United States,2,executive,7,Department of the Interior,Secretary of the Interior,47.0,Bruce E. Babbitt,,,,,Bill Clinton,,,,,United States,bachelor
United States,2,executive,7,Department of the Interior,Secretary of the Interior,48.0,Gale A. Norton,,,,,George W. Bush,,,,,United States,none
United States,2,executive,7,Department of the Interior,Secretary of the Interior,49.0,Dirk Kempthorne,,,,,George W. Bush,,,,,United States,master
United States,2,executive,7,Department of the Interior,Secretary of the Interior,50.0,Ken Salazar,,,,,Barack Obama,,,,,United States,none
United States,2,executive,7,Department of the Interior,Secretary of the Interior,51.0,Sally Jewell,,,,,Barack Obama,,,,,United Kingdom,none
United States,2,executive,7,Department of the Interior,Secretary of the Interior,52.0,Ryan Zinke,,,,,Donald Trump,,,,,United States,none
United States,2,executive,7,Department of the Interior,Secretary of the Interior,53.0,David Bernhardt,,,,,Donald Trump,,,,,United States,bachelor
United States,2,executive,7,Department of the Interior,Secretary of the Interior,54.0,Deb Haaland,,,,,Joe Biden,,,,,United States,bachelor
United States,2,executive,8,Department of Agriculture,Secretary of Agriculture,1.0,Norman Jay Coleman,,Democratic,,,Grover Cleveland,,,,,United States,none
United States,2,executive,8,Department of Agriculture,Secretary of Agriculture,2.0,Jeremiah McLain Rusk,,Republican,,,Benjamin Harrison,,,,,United States,none
United States,2,executive,8,Department of Agriculture,Secretary of Agriculture,3.0,Julius Sterling Morton,,Democratic,,,Grover Cleveland,,,,,United States,bachelor
United States,2,executive,8,Department of Agriculture,Secretary of Agriculture,4.0,James Wilson,,Republican,,,William McKinley,,,,,United Kingdom,bachelor
United States,2,executive,8,Department of Agriculture,Secretary of Agriculture,5.0,David F. Houston,,Democratic,,,Woodrow Wilson,,,,,United States,none
United States,2,executive,8,Department of Agriculture,Secretary of Agriculture,6.0,Edwin T. Meredith,,Democratic,,,Woodrow Wilson,,,,,United States,none
United States,2,executive,8,Department of Agriculture,Secretary of Agriculture,7.0,Henry Cantwell Wallace,,Republican,,,Warren G. Harding,,,,,United States,bachelor
United States,2,executive,8,Department of Agriculture,Secretary of Agriculture,8.0,Howard Mason Gore,,Republican,,,Calvin Coolidge,,,,,United States,law
United States,2,executive,8,Department of Agriculture,Secretary of Agriculture,9.0,William Marion Jardine,,Republican,,,Calvin Coolidge,,,,,United States,bachelor
United States,2,executive,8,Department of Agriculture,Secretary of Agriculture,10.0,Arthur M. Hyde,,Republican,,,Herbert Hoover,,,,,United States,bachelor
United States,2,executive,8,Department of Agriculture,Secretary of Agriculture,11.0,Henry A. Wallace,,Democratic,,,Franklin D. Roosevelt,,,,,United States,none
United States,2,executive,8,Department of Agriculture,Secretary of Agriculture,12.0,Claude R. Wickard,,Democratic,,,Harry S. Truman,,,,,United States,bachelor
United States,2,executive,8,Department of Agriculture,Secretary of Agriculture,13.0,Clinton Anderson,,Democratic,,,Harry S. Truman,,,,,United States,none
United States,2,executive,8,Department of Agriculture,Secretary of Agriculture,14.0,Charles F. Brannan,,Democratic,,,Harry S. Truman,,,,,United States,none
United States,2,executive,8,Department of Agriculture,Secretary of Agriculture,15.0,Ezra Taft Benson,,Republican,,,Dwight D. Eisenhower,,,,,United States,bachelor
United States,2,executive,8,Department of Agriculture,Secretary of Agriculture,16.0,Orville Freeman,,Democratic,,,John F. Kennedy,,,,,United States,law
United States,2,executive,8,Department of Agriculture,Secretary of Agriculture,17.0,Clifford M. Hardin,,Republican,,,Richard Nixon,,,,,United States,doctorate
United States,2,executive,8,Department of Agriculture,Secretary of Agriculture,18.0,Earl Butz,,Republican,,,Gerald Ford,,,,,United States,bachelor
United States,2,executive,8,Department of Agriculture,Secretary of Agriculture,19.0,John Albert Knebel,,Republican,,,Gerald Ford,,,,,United States,bachelor
United States,2,executive,8,Department of Agriculture,Secretary of Agriculture,20.0,Robert Bergland,,Democratic,,,Jimmy Carter,,,,,United States,bachelor
United States,2,executive,8,Department of Agriculture,Secretary of Agriculture,21.0,John Rusling Block,,Republican,,,Ronald Reagan,,,,,United States,bachelor
United States,2,executive,8,Department of Agriculture,Secretary of Agriculture,22.0,Richard Edmund Lyng,,Republican,,,Ronald Reagan,,,,,United States,none
United States,2,executive,8,Department of Agriculture,Secretary of Agriculture,23.0,Clayton Yeutter,,Republican,,,George H. W. Bush,,,,,United States,bachelor
United States,2,executive,8,Department of Agriculture,Secretary of Agriculture,24.0,Edward Rell Madigan,,Republican,,,George H. W. Bush,,,,,United States,bachelor
United States,2,executive,8,Department of Agriculture,Secretary of Agriculture,25.0,Mike Espy,,Democratic,,,Bill Clinton,,,,,United States,bachelor
United States,2,executive,8,Department of Agriculture,Secretary of Agriculture,26.0,Dan Glickman,,Democratic,,,Bill Clinton,,,,,United States,law
United States,2,executive,8,Department of Agriculture,Secretary of Agriculture,27.0,Ann Veneman,,Republican,,,George W. Bush,,,,,United States,law
United States,2,executive,8,Department of Agriculture,Secretary of Agriculture,28.0,Mike Johanns,,Republican,,,George W. Bush,,,,,United States,bachelor
United States,2,executive,8,Department of Agriculture,Secretary of Agriculture,29.0,Ed Schafer,,Republican,,,George W. Bush,,,,,United States,bachelor
United States,2,executive,8,Department of Agriculture,Secretary of Agriculture,30.0,Tom Vilsack,,Democratic,,,Barack Obama,,,,,United States,bachelor
United States,2,executive,8,Department of Agriculture,Secretary of Agriculture,31.0,Sonny Perdue,,Republican,,,Donald Trump,,,,,United States,law
United States,2,executive,8,Department of Agriculture,Secretary of Agriculture,32.0,Tom Vilsack,,Democratic,,,Joe Biden,,,,,United States,master
United States,2,executive,9,Department of Commerce,Secretary of Commerce,1.0,William C. Redfield,,Democratic,,,Woodrow Wilson,,,,,United States,law
United States,2,executive,9,Department of Commerce,Secretary of Commerce,2.0,Joshua W. Alexander,,Democratic,,,Woodrow Wilson,,,,,United States,bachelor
United States,2,executive,9,Department of Commerce,Secretary of Commerce,3.0,Herbert Hoover,,Republican,,,Warren G. Harding,,,,,United States,law
United States,2,executive,9,Department of Commerce,Secretary of Commerce,4.0,William F. Whiting,,Republican,,,Calvin Coolidge,,,,,United States,education
United States,2,executive,9,Department of Commerce,Secretary of Commerce,5.0,Robert P. Lamont,,Republican,,,Herbert C. Hoover,,,,,United States,none
United States,2,executive,9,Department of Commerce,Secretary of Commerce,6.0,Roy D. Chapin,,Republican,,,Herbert C. Hoover,,,,,United States,master
United States,2,executive,9,Department of Commerce,Secretary of Commerce,7.0,Daniel C. Roper,,Democratic,,,Franklin D. Roosevelt,,,,,United States,bachelor
United States,2,executive,9,Department of Commerce,Secretary of Commerce,8.0,Harry Hopkins,,Democratic,,,Franklin D. Roosevelt,,,,,United States,bachelor
United States,2,executive,9,Department of Commerce,Secretary of Commerce,9.0,Jesse H. Jones,,Democratic,,,Franklin D. Roosevelt,,,,,United States,none
United States,2,executive,9,Department of Commerce,Secretary of Commerce,10.0,Henry A. Wallace,,Democratic,,,Harry S. Truman,,,,,United States,master
United States,2,executive,9,Department of Commerce,Secretary of Commerce,11.0,W. Averell Harriman,,Democratic,,,Harry S. Truman,,,,,United States,none
United States,2,executive,9,Department of Commerce,Secretary of Commerce,12.0,Charles W. Sawyer,,Democratic,,,Harry S. Truman,,,,,United States,none
United States,2,executive,9,Department of Commerce,Secretary of Commerce,13.0,Sinclair Weeks,,Republican,,,Dwight D. Eisenhower,,,,,United States,none
United States,2,executive,9,Department of Commerce,Secretary of Commerce,14.0,Frederick H. Mueller,,Republican,,,Dwight D. Eisenhower,,,,,United States,bachelor
United States,2,executive,9,Department of Commerce,Secretary of Commerce,15.0,Luther H. Hodges,,Democratic,,,John F. Kennedy,,,,,United States,bachelor
United States,2,executive,9,Department of Commerce,Secretary of Commerce,16.0,John T. Connor,,Independent,,,Lyndon B. Johnson,,,,,United States,none
United States,2,executive,9,Department of Commerce,Secretary of Commerce,17.0,Alexander Trowbridge,,Democratic,,,Lyndon B. Johnson,,,,,United States,none
United States,2,executive,9,Department of Commerce,Secretary of Commerce,18.0,C. R. Smith,,Democratic,,,Lyndon B. Johnson,,,,,United States,bachelor
United States,2,executive,9,Department of Commerce,Secretary of Commerce,19.0,Maurice Stans,,Republican,,,Richard Nixon,,,,,United States,bachelor
United States,2,executive,9,Department of Commerce,Secretary of Commerce,20.0,Peter G. Peterson,,Republican,,,Richard Nixon,,,,,United States,none
United States,2,executive,9,Department of Commerce,Secretary of Commerce,21.0,Frederick B. Dent,,Republican,,,Gerald Ford,,,,,United States,none
United States,2,executive,9,Department of Commerce,Secretary of Commerce,22.0,Rogers Morton,,Republican,,,Gerald Ford,,,,,United States,bachelor
United States,2,executive,9,Department of Commerce,Secretary of Commerce,23.0,Elliot Richardson,,Republican,,,Gerald Ford,,,,,United States,law
United States,2,executive,9,Department of Commerce,Secretary of Commerce,24.0,Juanita M. Kreps,,Democratic,,,Jimmy Carter,,,,,United States,bachelor
United States,2,executive,9,Department of Commerce,Secretary of Commerce,25.0,Philip Klutznick,,Democratic,,,Jimmy Carter,,,,,United States,bachelor
United States,2,executive,9,Department of Commerce,Secretary of Commerce,26.0,Malcolm Baldrige Jr.,,Republican,,,Ronald Reagan,,,,,United States,none
United States,2,executive,9,Department of Commerce,Secretary of Commerce,27.0,William Verity Jr.,,Republican,,,Ronald Reagan,,,,,United States,bachelor
United States,2,executive,9,Department of Commerce,Secretary of Commerce,28.0,Robert Mosbacher,,Republican,,,George H. W. Bush,,,,,United States,none
United States,2,executive,9,Department of Commerce,Secretary of Commerce,29.0,Barbara Franklin,,Republican,,,George H. W. Bush,,,,,United States,none
United States,2,executive,9,Department of Commerce,Secretary of Commerce,30.0,Ron Brown,,Democratic,,,Bill Clinton,,,,,United States,bachelor
United States,2,executive,9,Department of Commerce,Secretary of Commerce,31.0,Mickey Kantor,,Democratic,,,Bill Clinton,,,,,United States,law
United States,2,executive,9,Department of Commerce,Secretary of Commerce,32.0,William M. Daley,,Democratic,,,Bill Clinton,,,,,United States,doctorate
United States,2,executive,9,Department of Commerce,Secretary of Commerce,33.0,Norman Mineta,,Democratic,,,Bill Clinton,,,,,United States,bachelor
United States,2,executive,9,Department of Commerce,Secretary of Commerce,34.0,Donald Evans,,Republican,,,George W. Bush,,,,,United States,bachelor
United States,2,executive,9,Department of Commerce,Secretary of Commerce,35.0,Carlos Gutierrez,,Republican,,,George W. Bush,,,,,Cuba,bachelor
United States,2,executive,9,Department of Commerce,Secretary of Commerce,36.0,Gary Locke,,Democratic,,,Barack Obama,,,,,United States,bachelor
United States,2,executive,9,Department of Commerce,Secretary of Commerce,37.0,John Bryson,,Democratic,,,Barack Obama,,,,,United States,none
United States,2,executive,9,Department of Commerce,Secretary of Commerce,38.0,Penny Pritzker,,Democratic,,,Barack Obama,,,,,United States,bachelor
United States,2,executive,9,Department of Commerce,Secretary of Commerce,39.0,Wilbur Ross,,Republican,,,Donald Trump,,,,,United States,bachelor
United States,2,executive,9,Department of Commerce,Secretary of Commerce,40.0,Gina Raimondo,,Democratic,,,Joe Biden,,,,,United States,bachelor
United States,2,executive,10,Department of Labor,Secretary of Labor,1.0,William B. Wilson,,Democratic,,,Woodrow Wilson,,,,,United Kingdom,law
United States,2,executive,10,Department of Labor,Secretary of Labor,2.0,James J. Davis,,Republican,,,Warren G. Harding,,,,,United Kingdom,law
United States,2,executive,10,Department of Labor,Secretary of Labor,3.0,William N. Doak,,Republican,,,Herbert Hoover,,,,,United States,bachelor
United States,2,executive,10,Department of Labor,Secretary of Labor,4.0,Frances Perkins,,Democratic,,,Franklin D. Roosevelt,,,,,United States,bachelor
United States,2,executive,10,Department of Labor,Secretary of Labor,5.0,Lewis B. Schwellenbach,,Democratic,,,Harry S. Truman,,,,,United States,bachelor
United States,2,executive,10,Department of Labor,Secretary of Labor,6.0,Maurice J. Tobin,,Democratic,,,Harry S. Truman,,,,,United States,law
United States,2,executive,10,Department of Labor,Secretary of Labor,7.0,Martin P. Durkin,,Democratic,,,Dwight D. Eisenhower,,,,,United States,master
United States,2,executive,10,Department of Labor,Secretary of Labor,8.0,James P. Mitchell,,Republican,,,Dwight D. Eisenhower,,,,,United States,law
United States,2,executive,10,Department of Labor,Secretary of Labor,9.0,Arthur Goldberg,,Democratic,,,John F. Kennedy,,,,,United States,bachelor
United States,2,executive,10,Department of Labor,Secretary of Labor,10.0,W. Willard Wirtz,,Democratic,,,Lyndon B. Johnson,,,,,United States,law
United States,2,executive,10,Department of Labor,Secretary of Labor,11.0,George P. Shultz,,Republican,,,Richard Nixon,,,,,United States,education
United States,2,executive,10,Department of Labor,Secretary of Labor,12.0,James D. Hodgson,,Republican,,,Richard Nixon,,,,,United States,none
United States,2,executive,10,Department of Labor,Secretary of Labor,13.0,Peter J. Brennan,,Republican,,,Gerald Ford,,,,,United States,master
United States,2,executive,10,Department of Labor,Secretary of Labor,14.0,John T. Dunlop,,Republican,,,Gerald Ford,,,,,United States,bachelor
United States,2,executive,10,Department of Labor,Secretary of Labor,15.0,William Usery Jr.,,Republican,,,Gerald Ford,,,,,United States,bachelor
United States,2,executive,10,Department of Labor,Secretary of Labor,16.0,Ray Marshall,,Democratic,,,Jimmy Carter,,,,,United States,none
United States,2,executive,10,Department of Labor,Secretary of Labor,17.0,Raymond J. Donovan,,Republican,,,Ronald Reagan,,,,,United States,master
United States,2,executive,10,Department of Labor,Secretary of Labor,18.0,Bill Brock,,Republican,,,Ronald Reagan,,,,,United States,none
United States,2,executive,10,Department of Labor,Secretary of Labor,19.0,Ann Dore McLaughlin,,Republican,,,Ronald Reagan,,,,,United States,none
United States,2,executive,10,Department of Labor,Secretary of Labor,20.0,Elizabeth Dole,,Republican,,,George H. W. Bush,,,,,United States,none
United States,2,executive,10,Department of Labor,Secretary of Labor,21.0,Lynn M. Martin,,Republican,,,George H. W. Bush,,,,,United States,bachelor
United States,2,executive,10,Department of Labor,Secretary of Labor,22.0,Robert Reich,,Democratic,,,Bill Clinton,,,,,United States,bachelor
United States,2,executive,10,Department of Labor,Secretary of Labor,23.0,Alexis Herman,,Democratic,,,Bill Clinton,,,,,United States,none
United States,2,executive,10,Department of Labor,Secretary of Labor,24.0,Elaine Chao,,Republican,,,George W. Bush,,,,,Taiwan,none
United States,2,executive,10,Department of Labor,Secretary of Labor,25.0,Hilda Solis,,Democratic,,,Barack Obama,,,,,United States,bachelor
United States,2,executive,10,Department of Labor,Secretary of Labor,26.0,Tom Perez,,Democratic,,,Barack Obama,,,,,United States,bachelor
United States,2,executive,10,Department of Labor,Secretary of Labor,27.0,Alexander Acosta,,Republican,,,Donald Trump,,,,,United States,none
United States,2,executive,10,Department of Labor,Secretary of Labor,28.0,Eugene Scalia,,Republican,,,Donald Trump,,,,,United States,none
United States,2,executive,10,Department of Labor,Secretary of Labor,29.0,Marty Walsh,,Democratic,,,Joe Biden,,,,,United States,bachelor
United States,2,executive,11,Department of Health and Human Services,Secretary of Health and Human Services,1.0,Oveta Culp Hobby,,Republican,,,Dwight D. Eisenhower,,,,,United States,law
United States,2,executive,11,Department of Health and Human Services,Secretary of Health and Human Services,2.0,Marion B. Folsom,,Republican,,,Dwight D. Eisenhower,,,,,United States,bachelor
United States,2,executive,11,Department of Health and Human Services,Secretary of Health and Human Services,3.0,Arthur S. Flemming,,Republican,,,Dwight D. Eisenhower,,,,,United States,bachelor
United States,2,executive,11,Department of Health and Human Services,Secretary of Health and Human Services,4.0,Abraham A. Ribicoff,,Democratic,,,John F. Kennedy,,,,,United States,none
United States,2,executive,11,Department of Health and Human Services,Secretary of Health and Human Services,5.0,Anthony J. Celebrezze,,Democratic,,,Lyndon B. Johnson,,,,,Italy,bachelor
United States,2,executive,11,Department of Health and Human Services,Secretary of Health and Human Services,6.0,John W. Gardner,,Republican,,,Lyndon B. Johnson,,,,,United States,none
United States,2,executive,11,Department of Health and Human Services,Secretary of Health and Human Services,7.0,Wilbur J. Cohen,,Democratic,,,Lyndon B. Johnson,,,,,United States,none
United States,2,executive,11,Department of Health and Human Services,Secretary of Health and Human Services,8.0,Robert H. Finch,,Republican,,,Richard Nixon,,,,,United States,bachelor
United States,2,executive,11,Department of Health and Human Services,Secretary of Health and Human Services,9.0,Elliot L. Richardson,,Republican,,,Richard Nixon,,,,,United States,law
United States,2,executive,11,Department of Health and Human Services,Secretary of Health and Human Services,10.0,Caspar Weinberger,,Republican,,,Gerald Ford,,,,,United States,doctorate
United States,2,executive,11,Department of Health and Human Services,Secretary of Health and Human Services,11.0,F. David Mathews,,Independent,,,Gerald Ford,,,,,United States,bachelor
United States,2,executive,11,Department of Health and Human Services,Secretary of Health and Human Services,12.0,Joseph A. Califano Jr.,,Democratic,,,Jimmy Carter,,,,,United States,bachelor
United States,2,executive,11,Department of Health and Human Services,Secretary of Health and Human Services,13.0,Patricia Roberts Harris,,Democratic,,,Jimmy Carter,,,,,United States,bachelor
United States,2,executive,11,Department of Health and Human Services,Secretary of Health and Human Services,14.0,Richard S. Schweiker,,Republican,,,Ronald Reagan,,,,,United States,bachelor
United States,2,executive,11,Department of Health and Human Services,Secretary of Health and Human Services,15.0,Margaret M. Heckler,,Republican,,,Ronald Reagan,,,,,United States,none
United States,2,executive,11,Department of Health and Human Services,Secretary of Health and Human Services,16.0,Otis R. Bowen,,Republican,,,Ronald Reagan,,,,,United States,bachelor
United States,2,executive,11,Department of Health and Human Services,Secretary of Health and Human Services,17.0,Louis Wade Sullivan,,Republican,,,George H. W. Bush,,,,,United States,bachelor
United States,2,executive,11,Department of Health and Human Services,Secretary of Health and Human Services,18.0,Donna Shalala,,Democratic,,,Bill Clinton,,,,,United States,bachelor
United States,2,executive,11,Department of Health and Human Services,Secretary of Health and Human Services,19.0,Tommy G. Thompson,,Republican,,,George W. Bush,,,,,United States,law
United States,2,executive,11,Department of Health and Human Services,Secretary of Health and Human Services,20.0,Michael O. Leavitt,,Republican,,,George W. Bush,,,,,United States,law
United States,2,executive,11,Department of Health and Human Services,Secretary of Health and Human Services,21.0,Kathleen Sebelius,,Democratic,,,Barack Obama,,,,,United States,bachelor
United States,2,executive,11,Department of Health and Human Services,Secretary of Health and Human Services,22.0,Sylvia Mathews Burwell,,Democratic,,,Barack Obama,,,,,United States,bachelor
United States,2,executive,11,Department of Health and Human Services,Secretary of Health and Human Services,23.0,Tom Price,,Republican,,,Donald Trump,,,,,United States,bachelor
United States,2,executive,11,Department of Health and Human Services,Secretary of Health and Human Services,24.0,Alex Azar,,Republican,,,Donald Trump,,,,,United States,law
United States,2,executive,11,Department of Health and Human Services,Secretary of Health and Human Services,25.0,Xavier Becerra,,Democratic,,,Joe Biden,,,,,United States,master
United States,2,executive,12,Department of Housing and Urban Development,Secretary of Housing and Urban Development,1.0,Robert C. Weaver,,Democratic,,,Lyndon B. Johnson,,,,,United States,law
United States,2,executive,12,Department of Housing and Urban Development,Secretary of Housing and Urban Development,2.0,Robert C. Wood,,Democratic,,,Lyndon B. Johnson,,,,,United States,bachelor
United States,2,executive,12,Department of Housing and Urban Development,Secretary of Housing and Urban Development,3.0,George W. Romney,,Republican,,,Richard Nixon,,,,,Mexico,law
United States,2,executive,12,Department of Housing and Urban Development,Secretary of Housing and Urban Development,4.0,James T. Lynn,,Republican,,,Gerald Ford,,,,,United States,education
United States,2,executive,12,Department of Housing and Urban Development,Secretary of Housing and Urban Development,5.0,Carla A. Hills,,Republican,,,Gerald Ford,,,,,United States,none
United States,2,executive,12,Department of Housing and Urban Development,Secretary of Housing and Urban Development,6.0,Patricia R. Harris,,Democratic,,,Jimmy Carter,,,,,United States,master
United States,2,executive,12,Department of Housing and Urban Development,Secretary of Housing and Urban Development,7.0,Moon Landrieu,,Democratic,,,Jimmy Carter,,,,,United States,bachelor
United States,2,executive,12,Department of Housing and Urban Development,Secretary of Housing and Urban Development,8.0,Samuel R. Pierce,,Republican,,,Ronald Reagan,,,,,United States,bachelor
United States,2,executive,12,Department of Housing and Urban Development,Secretary of Housing and Urban Development,9.0,Jack F. Kemp,,Republican,,,George H. W. Bush,,,,,United States,none
United States,2,executive,12,Department of Housing and Urban Development,Secretary of Housing and Urban Development,10.0,Henry G. Cisneros,,Democratic,,,Bill Clinton,,,,,United States,master
United States,2,executive,12,Department of Housing and Urban Development,Secretary of Housing and Urban Development,11.0,Andrew M. Cuomo,,Democratic,,,Bill Clinton,,,,,United States,none
United States,2,executive,12,Department of Housing and Urban Development,Secretary of Housing and Urban Development,12.0,Mel Martinez,,Republican,,,George W. Bush,,,,,Cuba,none
United States,2,executive,12,Department of Housing and Urban Development,Secretary of Housing and Urban Development,13.0,Alphonso Jackson,,Republican,,,George W. Bush,,,,,United States,none
United States,2,executive,12,Department of Housing and Urban Development,Secretary of Housing and Urban Development,14.0,Steve Preston,,Republican,,,George W. Bush,,,,,United States,bachelor
United States,2,executive,12,Department of Housing and Urban Development,Secretary of Housing and Urban Development,15.0,Shaun Donovan,,Democratic,,,Barack Obama,,,,,United States,bachelor
United States,2,executive,12,Department of Housing and Urban Development,Secretary of Housing and Urban Development,16.0,Julián Castro,,Democratic,,,Barack Obama,,,,,United States,none
United States,2,executive,12,Department of Housing and Urban Development,Secretary of Housing and Urban Development,17.0,Ben Carson,,Republican,,,Donald Trump,,,,,United States,none
United States,2,executive,12,Department of Housing and Urban Development,Secretary of Housing and Urban Development,18.0,Marcia Fudge,,Democratic,,,Joe Biden,,,,,United States,bachelor
