country,branch_no,branch,department_no,department,head,head_no,name,full_name,party,state,district,president,start_date,end_date,birth_age,birth_state,birth_country,education
United States,2,executive,13,Department of Transportation,Secretary of Transportation,1.0,Alan S. Boyd,,Democratic,,,Lyndon B. Johnson,,,,,United States,bachelor
United States,2,executive,13,Department of Transportation,Secretary of Transportation,2.0,John Volpe,,Republican,,,Richard Nixon,,,,,United States,none
United States,2,executive,13,Department of Transportation,Secretary of Transportation,3.0,Claude Brinegar,,Republican,,,Gerald R. Ford,,,,,United States,none
United States,2,executive,13,Department of Transportation,Secretary of Transportation,4.0,William Thaddeus Coleman Jr.,,Republican,,,Gerald R. Ford,,,,,United States,bachelor
United States,2,executive,13,Department of Transportation,Secretary of Transportation,5.0,Brock Adams,,Democratic,,,Jimmy Carter,,,,,United States,law
United States,2,executive,13,Department of Transportation,Secretary of Transportation,6.0,Neil Goldschmidt,,Democratic,,,Jimmy Carter,,,,,United States,bachelor
United States,2,executive,13,Department of Transportation,Secretary of Transportation,7.0,Drew Lewis,,Republican,,,Ronald Reagan,,,,,United States,bachelor
United States,2,executive,13,Department of Transportation,Secretary of Transportation,8.0,Elizabeth Dole,,Republican,,,Ronald Reagan,,,,,United States,none
United States,2,executive,13,Department of Transportation,Secretary of Transportation,9.0,James H. Burnley IV,,Republican,,,Ronald Reagan,,,,,United States,bachelor
United States,2,executive,13,Department of Transportation,Secretary of Transportation,10.0,Samuel K. Skinner,,Republican,,,George H. W. Bush,,,,,United States,none
United States,2,executive,13,Department of Transportation,Secretary of Transportation,11.0,Andrew Card,,Republican,,,George H. W. Bush,,,,,United States,none
United States,2,executive,13,Department of Transportation,Secretary of Transportation,12.0,Federico Peña,,Democratic,,,Bill Clinton,,,,,United States,bachelor
United States,2,executive,13,Department of Transportation,Secretary of Transportation,13.0,Rodney E. Slater,,Democratic,,,Bill Clinton,,,,,United States,law
United States,2,executive,13,Department of Transportation,Secretary of Transportation,14.0,Norman Mineta,,Democratic,,,George W. Bush,,,,,United States,doctorate
United States,2,executive,13,Department of Transportation,Secretary of Transportation,15.0,Mary E. Peters,,Republican,,,George W. Bush,,,,,United States,bachelor
United States,2,executive,13,Department of Transportation,Secretary of Transportation,16.0,Ray LaHood,,Republican,,,Barack Obama,,,,,United States,bachelor
United States,2,executive,13,Department of Transportation,Secretary of Transportation,17.0,Anthony Foxx,,Democratic,,,Barack Obama,,,,,United States,bachelor
United States,2,executive,13,Department of Transportation,Secretary of Transportation,18.0,Elaine Chao,,Republican,,,Donald Trump,,,,,Taiwan,bachelor
United States,2,executive,13,Department of Transportation,Secretary of Transportation,19.0,Pete Buttigieg,,Democratic,,,Joe Biden,,,,,United States,none
United States,2,executive,14,Department of Energy,Secretary of Energy,1.0,James Schlesinger,,Republican,,,Jimmy Carter,,,,,United States,bachelor
United States,2,executive,14,Department of Energy,Secretary of Energy,2.0,Charles Duncan,,Democratic,,,Jimmy Carter,,,,,United States,bachelor
United States,2,executive,14,Department of Energy,Secretary of Energy,3.0,James Edwards,,Republican,,,Ronald Reagan,,,,,United States,bachelor
United States,2,executive,14,Department of Energy,Secretary of Energy,4.0,Donald Hodel,,Republican,,,Ronald Reagan,,,,,United States,law
United States,2,executive,14,Department of Energy,Secretary of Energy,5.0,John Herrington,,Republican,,,Ronald Reagan,,,,,United States,law
United States,2,executive,14,Department of Energy,Secretary of Energy,6.0,James Watkins,,Republican,,,George H. W. Bush,,,,,United States,bachelor
United States,2,executive,14,Department of Energy,Secretary of Energy,7.0,Hazel O'Leary,,Democratic,,,Bill Clinton,,,,,United States,bachelor
United States,2,executive,14,Department of Energy,Secretary of Energy,8.0,Federico Peña,,Democratic,,,Bill Clinton,,,,,United States,bachelor
United States,2,executive,14,Department of Energy,Secretary of Energy,9.0,Bill Richardson,,Democratic,,,Bill Clinton,,,,,United States,law
United States,2,executive,14,Department of Energy,Secretary of Energy,10.0,Spencer Abraham,,Republican,,,George W. Bush,,,,,United States,master
United States,2,executive,14,Department of Energy,Secretary of Energy,11.0,Samuel Bodman,,Republican,,,George W. Bush,,,,,United States,law
United States,2,executive,14,Department of Energy,Secretary of Energy,12.0,Steven Chu,,Democratic,,,Barack Obama,,,,,United States,bachelor
United States,2,executive,14,Department of Energy,Secretary of Energy,13.0,Ernest Moniz,,Democratic,,,Barack Obama,,,,,United States,law
United States,2,executive,14,Department of Energy,Secretary of Energy,14.0,Rick Perry,,Republican,,,Donald Trump,,,,,United States,education
United States,2,executive,14,Department of Energy,Secretary of Energy,15.0,Dan Brouillette,,Republican,,,Donald Trump,,,,,United States,none
United States,2,executive,14,Department of Energy,Secretary of Energy,16.0,Jennifer Granholm,,Democratic,,,Joe Biden,,,,,Canada,master
United States,2,executive,15,Department of Education,Secretary of Education,1.0,Shirley Hufstedler,,Democratic,,,Jimmy Carter,,,,,United States,bachelor
United States,2,executive,15,Department of Education,Secretary of Education,2.0,Terrel Bell,,Republican,,,Ronald Reagan,,,,,United States,bachelor
United States,2,executive,15,Department of Education,Secretary of Education,3.0,William Bennett,,Democratic,,,Ronald Reagan,,,,,United States,none
United States,2,executive,15,Department of Education,Secretary of Education,4.0,Lauro Cavazos,,Democratic,,,George H. W. Bush,,,,,United States,master
United States,2,executive,15,Department of Education,Secretary of Education,5.0,Lamar Alexander,,Republican,,,George H. W. Bush,,,,,United States,none
United States,2,executive,15,Department of Education,Secretary of Education,6.0,Richard Riley,,Democratic,,,Bill Clinton,,,,,United States,none
United States,2,executive,15,Department of Education,Secretary of Education,7.0,Rod Paige,,Republican,,,George W. Bush,,,,,United States,none
United States,2,executive,15,Department of Education,Secretary of Education,8.0,Margaret Spellings,,Republican,,,George W. Bush,,,,,United States,bachelor
United States,2,executive,15,Department of Education,Secretary of Education,9.0,Arne Duncan,,Democratic,,,Barack Obama,,,,,United States,bachelor
United States,2,executive,15,Department of Education,Secretary of Education,10.0,John King Jr.,,Democratic,,,Barack Obama,,,,,United States,none
United States,2,executive,15,Department of Education,Secretary of Education,11.0,Betsy DeVos,,Republican,,,Donald Trump,,,,,United States,none
United States,2,executive,15,Department of Education,Secretary of Education,12.0,Miguel Cardona,,Democratic,,,Joe Biden,,,,,United States,bachelor
United States,2,executive,16,Department of Veterans Affairs,Secretary of Veterans Affairs,1.0,Ed Derwinski,,Republican,,,George H. W. Bush,,,,,United States,bachelor
United States,2,executive,16,Department of Veterans Affairs,Secretary of Veterans Affairs,2.0,Jesse Brown,,Democratic,,,Bill Clinton,,,,,United States,none
United States,2,executive,16,Department of Veterans Affairs,Secretary of Veterans Affairs,3.0,Togo D. West Jr.,,Democratic,,,Bill Clinton,,,,,United States,none
United States,2,executive,16,Department of Veterans Affairs,Secretary of Veterans Affairs,4.0,Anthony Principi,,Republican,,,George W. Bush,,,,,United States,bachelor
United States,2,executive,16,Department of Veterans Affairs,Secretary of Veterans Affairs,5.0,Jim Nicholson,,Republican,,,George W. Bush,,,,,United States,law
United States,2,executive,16,Department of Veterans Affairs,Secretary of Veterans Affairs,6.0,James Peake,,Republican,,,George W. Bush,,,,,United States,bachelor
United States,2,executive,16,Department of Veterans Affairs,Secretary of Veterans Affairs,7.0,Eric Shinseki,,Democratic,,,Barack Obama,,,,,United States,bachelor
United States,2,executive,16,Department of Veterans Affairs,Secretary of Veterans Affairs,8.0,Bob McDonald,,Republican,,,Barack Obama,,,,,United States,none
United States,2,executive,16,Department of Veterans Affairs,Secretary of Veterans Affairs,9.0,David Shulkin,,Republican,,,Donald Trump,,,,,United States,bachelor
United States,2,executive,16,Department of Veterans Affairs,Secretary of Veterans Affairs,10.0,Robert Wilkie,,Republican,,,Donald Trump,,,,,Germany,none
United States,2,executive,16,Department of Veterans Affairs,Secretary of Veterans Affairs,11.0,Denis McDonough,,Democratic,,,Joe Biden,,,,,United States,none
United States,2,executive,17,Department of Homeland Security,Secretary of Homeland Security,1.0,Tom Ridge,,Republican,,,George W. Bush,,,,,United States,bachelor
United States,2,executive,17,Department of Homeland Security,Secretary of Homeland Security,2.0,Michael Chertoff,,Republican,,,George W. Bush,,,,,United States,law
United States,2,executive,17,Department of Homeland Security,Secretary of Homeland Security,3.0,Janet Napolitano,,Democratic,,,Barack Obama,,,,,United States,doctorate
United States,2,executive,17,Department of Homeland Security,Secretary of Homeland Security,4.0,Jeh Johnson,,Democratic,,,Barack Obama,,,,,United States,bachelor
United States,2,executive,17,Department of Homeland Security,Secretary of Homeland Security,5.0,John F. Kelly,,Independent,,,Donald Trump,,,,,United States,bachelor
United States,2,executive,17,Department of Homeland Security,Secretary of Homeland Security,6.0,Kirstjen Nielsen,,Republican,,,Donald Trump,,,,,United States,bachelor
United States,2,executive,17,Department of Homeland Security,Secretary of Homeland Security,7.0,Alejandro Mayorkas,,Democratic,,,Joe Biden,,,,,Cuba,bachelor
United States,3,judicial,-1,Supreme Court,Chief Justice,1.0,John Jay,,,New York,,George Washington,,,,,,none
United States,3,judicial,-1,Supreme Court,Associate Justice,2.0,John Rutledge,,,South Carolina,,George Washington,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,3.0,William Cushing,,,Massachusetts,,George Washington,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,4.0,James Wilson,,,Pennsylvania,,George Washington,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,5.0,John Blair,,,Virginia,,George Washington,,,,,,law
United States,3,judicial,-1,Supreme Court,Associate Justice,6.0,James Iredell,,,North Carolina,,George Washington,,,,,,law
United States,3,judicial,-1,Supreme Court,Associate Justice,7.0,Thomas Johnson,,,Maryland,,George Washington,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,8.0,William Paterson,,,New Jersey,,George Washington,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,9.0,Samuel Chase,,,Maryland,,George Washington,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Chief Justice,10.0,Oliver Ellsworth,,,Connecticut,,George Washington,,,,,,law
United States,3,judicial,-1,Supreme Court,Associate Justice,11.0,Bushrod Washington,,,Virginia,,John Adams,,,,,,master
United States,3,judicial,-1,Supreme Court,Associate Justice,12.0,Alfred Moore,,,North Carolina,,John Adams,,,,,,law
United States,3,judicial,-1,Supreme Court,Chief Justice,13.0,John Marshall,,,Virginia,,Thomas Jefferson,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,14.0,William Johnson,,,South Carolina,,Thomas Jefferson,,,,,,law
United States,3,judicial,-1,Supreme Court,Associate Justice,15.0,Henry Brockholst Livingston,,,New York,,Thomas Jefferson,,,,,,education
United States,3,judicial,-1,Supreme Court,Associate Justice,16.0,Thomas Todd,,,Kentucky,,Thomas Jefferson,,,,,,none
United States,3,judicial,-1,Supreme Court,Associate Justice,17.0,Gabriel Duvall,,,Maryland,,James Madison,,,,,,master
United States,3,judicial,-1,Supreme Court,Associate Justice,18.0,Joseph Story,,,Massachusetts,,James Madison,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,19.0,Smith Thompson,,,New York,,James Monroe,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,20.0,Robert Trimble,,,Kentucky,,John Quincy Adams,,,,,,none
United States,3,judicial,-1,Supreme Court,Associate Justice,21.0,John McLean,,,Ohio,,Andrew Jackson,,,,,,master
United States,3,judicial,-1,Supreme Court,Associate Justice,22.0,Henry Baldwin,,,Pennsylvania,,Andrew Jackson,,,,,,none
United States,3,judicial,-1,Supreme Court,Associate Justice,23.0,James Moore Wayne,,,Georgia,,Andrew Jackson,,,,,,none
United States,3,judicial,-1,Supreme Court,Chief Justice,24.0,Roger B. Taney,,,Maryland,,Andrew Jackson,,,,,,none
United States,3,judicial,-1,Supreme Court,Associate Justice,25.0,Philip P. Barbour,,,Virginia,,Andrew Jackson,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,26.0,John Catron,,,Tennessee,,Andrew Jackson,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,27.0,John McKinley,,,Alabama,,Martin Van Buren,,,,,,none
United States,3,judicial,-1,Supreme Court,Associate Justice,28.0,Peter Vivian Daniel,,,Virginia,,Martin Van Buren,,,,,,none
United States,3,judicial,-1,Supreme Court,Associate Justice,29.0,Samuel Nelson,,,New York,,John Tyler,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,30.0,Levi Woodbury,,,New Hampshire,,James K. Polk,,,,,,bachelor
United States,3,judicial,-1,Supreme Court,Associate Justice,31.0,Robert Cooper Grier,,,Pennsylvania,,James K. Polk,,,,,,none
